State,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,Percent with all 12 months in FFS Medicaid,Percent with all 12 months in FFS Medicare,Percent with all 12 months with Medicare Part D coverage,Percent under 40 Years,Percent between 40-64 Years,Percent between 65-84 Years,Percent 85+ Years,Percent under 65 Years,Percent 65+ Years,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Asian or Pacific Islander,Percent American Indian or Alaska Native,Percent Other or Unknown Race,Percent of Medicare beneficiaries with benefits due to Old Age or Survivor's Insurance,Percent of Medicare beneficiaries with benefits due to Disability Insurance,Percent of Medicare beneficiaries with benefits due to ESRD with or without Disability Insurance,Percent of Medicaid enrollees with MAS - Receiving Cash or Section 1931,Percent of Medicaid enrollees with MAS - Medically Needy,Percent of Medicaid enrollees with MAS - Poverty Related,Percent of Medicaid enrollees with MAS - 1115 Demonstration Expansion,Percent of Medicaid enrollees with MAS - unclassified or unknown,Percent of Medicaid enrollees with BOE - Aged,Percent of Medicaid enrollees with BOE - Blind/Disabled,Percent of Medicaid enrollees with BOE - Child,Percent of Medicaid enrollees with BOE - Adult,Percent of Medicaid enrollees with BOE - Breast and Cervical Cancer Prevention Act,Percent of Medicaid enrollees with BOE - Other/Unknown,Percent of people with acquired hypothyroidism,Percent of people who have had a heart attack,Percent of people with Alzheimer's disease,Percent of people with Alzheimer's and related disorders,Percent of people with anemia,Percent of people with asthma,Percent of people with atrial fibrillation,Percent of people with cataracts,Percent of people with chronic kidney disease,Percent of people with chronic obstructive pulmonary disease,Percent of people with heart failure,Percent of people with diabetes,Percent of people with glaucoma,Percent of people with a hip fracture,Percent of people with high cholesterol,Percent of people with hypertension,Percent of people with ischemic heart disease,Percent of people with osteoporosis,Percent of people with arthritis,Percent of people with stroke or TIA,Percent of females with breast cancer,Percent of people with colorectal cancer,Percent of females with endometrial cancer,Percent of people with lung cancer,Percent of males with prostate cancer,Percent of males with benign prostatic hyperplasia,Percent of people with depression (any instance including bipolar episodes),Percent of people with Major Depressive Disorders,Percent of people with ADHD or other conduct disorders,Percent of people with anxiety,Percent of people with bipolar disorder,Percent of people with personality disorders,Percent of people with post-traumatic stress disorder,Percent of people with schizophrenia,Percent of people with schizophrenia or other psychotic disorders,Percent of people with tobacco use disorder,Percent of people with autism,Percent of people with cerebral palsy,Percent of people with cystic fibrosis or other metabolic developmental disorders,Percent of people with epilepsy,Percent of people with intellectual disabilities,Percent of people with learning disabilities,Percent of people with mobility impairments,Percent of people with multiple sclerosis and transverse myelitis,Percent of people with muscular dystrophy,Percent of people with deafness or other hearing impairment,Percent of people with blindness or other visual impairment,Percent of people with spina bifida or other congenital anomalies,Percent of people with a history of spinal cord injury,Percent of people with a history of traumatic brain injury,Percent of people with alcohol use disorder,Percent of people with drug use disorder,Percent of people with fibromyalgia or chronic pain,Percent of people with hepatitis a,Percent of people with hepatitis b (acute or unspecified),Percent of people with hepatitis b (chronic),Percent of people with hepatitis c (acute),Percent of people with hepatitis c (chronic),Percent of people with hepatitis c (unspecified),Percent of people with hepatitis d,Percent of people with hepatitis e,Percent of people with viral hepatitis (general),Percent of people with HIV/AIDS,Percent of people with leukemia or lymphoma,"Percent of people with liver disease, cirrhosis, or other liver condition",Percent of people with migraines or other chronic headaches,Percent of people with obesity,Percent of people with pressure ulcers or chronic ulcers,Percent of people with peripheral vascular disease,Percent of people with overarching opioid use disorder,Percent of people with opioid use disorder through diagnosis or procedure code,Percent of people with opioid use related hospitalization or ED visit,Percent of people with Medication Assistance Therapy,Percent of people with Sickle Cell Disease,Count of Acute IP Hospital Days - Medicare and Medicaid combined,Count of Acute IP Hospital Admissions - Medicare and Medicaid combined,Total dollars (Medicare and Medicaid) associated with IP hospital admissions,Count of Acute IP Hospital 30-day Readmissions - Medicare and Medicaid combined,Readmission Rate (% of admissions that are readmissions),Count of ED Visits - Medicare and Medicaid combined,"ED Visits per 1,000 enrollees",Percent with at least one Medicare or Medicaid Nursing Facility or non Facility-based Long-term Care Service (claim or assessment),Percent with at least one Medicare or Medicaid Residential Mental Health service,Percent with at least one Medicare or Medicaid Community Mental Health service,Number of FFS people who used Medicare IP Hospital services,Number of FFS people who used Medicare Other IP Hospital services,Number of FFS people who used Medicare Other facility-based post-acute care services,Number of FFS people who used Medicare SNF services,Number of FFS people who used Medicare home health services,Number of FFS people who used Medicare hospice services,Number of FFS people who used Medicare hospital outpatient services,Number of FFS people who used Medicare ESRD facility services,Number of FFS people who used Medicare RHC/FQHC clinic services,Number of FFS people who used Medicare outpatient therapy services,Number of FFS people who used Medicare Community Mental Health Clinic services,Number of FFS people who used Medicare ambulatory surgical center services,Number of FFS people who used Medicare Part B drugs,Number of FFS people who used Medicare physician evaluation & management services,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of FFS people who used Medicare Other Part B services,Number of people who used Medicare Part D prescription drugs,Number of people who were enrolled in Medicare managed care Part A or Part B,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Other facility-based post-acute care FFS payments,Total Medicare SNF FFS payments,Total Medicare home health FFS payments,Total Medicare hospice FFS payments,Total Medicare hospital outpatient FFS payments,Total Medicare ESRD facility FFS payments,Total Medicare RHC/FQHC clinic FFS payments,Total Medicare Outpatient Therapy FFS Payments,Total Medicare Community Mental Health Clinic FFS Payments,Total Medicare ambulatory surgical center FFS payments,Total Medicare Part B drug FFS payments,Total Medicare physician evaluation & management FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare laboratory/testing FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Other Part B FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Total Medicare managed care Part A premium payments,Total Medicare managed care Part B premium payments,Number of FFS people who used Medicaid waiver services (across all types of service),Number of FFS people who used Medicaid non-waiver services (across all types of service),Number of FFS people who used Medicaid IP Hospital services,Number of FFS people who used Medicaid mental health services,Number of FFS people who used Medicaid intermediate care facility services,Number of FFS people who used Medicaid nursing facility services,Number of FFS people who used Medicaid home health services,Number of FFS people who used Medicaid hospice services,Number of FFS people who used Medicaid hospital outpatient services,Number of FFS people who used Medicaid physician services,Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid personal care services,Number of FFS people who used Medicaid targeted case management services,Number of FFS people who used Medicaid clinic services,Number of FFS people who used Medicaid dental services,Number of FFS people who used Medicaid transportation services,Number of FFS people who used Medicaid other services,Number of people who used Medicaid managed care services,Total Medicaid FFS payments,Total waiver FFS payments (across all types of service),Total Medicaid non-waiver FFS payments (across all types of service),Total Medicaid IP Hospital FFS payments,Total Medicaid mental health FFS payments,Total Medicaid intermediate care facility FFS payments,Total Medicaid nursing facility FFS payments,Total Medicaid home health FFS payments,Total Medicaid hospice FFS payments,Total Medicaid hospital outpatient FFS payments,Total Medicaid physician FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid personal care payments,Total Medicaid targeted case management payments,Total Medicaid clinic payments,Total Medicaid dental payments,Total Medicaid transportation service payments,Total Medicaid other service payments,Total Medicaid managed care payments,Percent of Medicaid enrollees with Home and Community Based Services waiver payments,Percent of Medicaid enrollees without Home and Community Based Services waiver payments,Percent with Medicaid non facility-based long term care services (home health or Personal Care Services),Year
OH,Medicaid Only (Disability),235588,222529,113631,108898,0.945,.,.,0.515,0.483,.,.,0.998,.,0.507,0.493,0.65,0.319,0.0038,0.0261,0.0009,0.0001,.,.,.,0.725,*,0.0082,*,0.267,0.0015,0.887,0.0082,0.0041,0.0015,0.0977,0.0183,0.0038,0.0023,0.0152,0.0685,0.05,0.0078,0.0156,0.0491,0.0612,0.0604,0.147,0.0135,0.0019,0.0533,0.139,0.0977,0.0038,0.0818,0.0145,0.0112,0.0028,0.0013,0.0053,0.0019,0.0042,0.0887,0.175,0.0743,0.104,0.105,0.0165,0.0183,0.0703,0.0853,0.0673,0.0186,0.0246,0.0031,0.0432,0.0776,0.0123,0.0231,0.0082,0.0023,0.0138,0.0025,0.0089,0.0035,0.0037,0.0568,0.0646,0.0432,0.0002,0.0021,0.0014,0.0127,0.0129,0.006,0.0001,*,0.0246,0.0085,0.0057,0.0226,0.0241,0.0386,0.024,0.0221,0.0176,0.0159,0.0099,0.0035,0.0037,474250,54979,663594243,23000,0.418,242937,1091.7,0.0506,0.0044,0.0005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7462,200112,32629,84634,2225,9176,14808,1288,120234,153952,133185,71714,168008,49,224,32781,43132,31133,69504,138905,2777672451,59940161,2703304779,663594243,186965462,219175379,270581567,52195660,10250949,117911494,111215845,88717993,72193325,408673012,198752,95268,21608432,11255229,19802764,508809566,926955211,0.0579,0.0286,0.0975,2007
OK,Full Benefit,91379,91235,59354,31881,0.99,0.95,0.99,0.106,0.317,0.444,0.134,0.422,0.578,0.65,0.35,0.717,0.122,0.0131,0.0298,0.113,0.0053,0.571,0.416,0.0134,0.341,*,0.241,*,0.418,0.545,0.406,0.0001,0.0033,0.0003,0.0454,0.101,0.0134,0.0935,0.199,0.263,0.0646,0.059,0.111,0.145,0.21,0.283,0.317,0.0523,0.0179,0.272,0.551,0.344,0.0658,0.32,0.0664,0.0282,0.0108,0.0032,0.0111,0.027,0.072,0.253,0.264,0.0198,0.163,0.074,0.0123,0.0157,0.0698,0.123,0.143,0.0024,0.013,0.0056,0.0385,0.0625,0.0016,0.059,0.0092,0.002,0.0195,0.0132,0.0031,0.0055,0.0072,0.0307,0.0376,0.0792,0.0004,0.0023,0.0012,0.0077,0.0118,0.0132,0.0002,*,0.0223,0.0068,0.0092,0.0296,0.0209,0.0841,0.0893,0.126,0.0155,0.0112,0.0122,0.002,0.0007,487551,82041,417991005,19750,0.241,153437,1681.8,0.23,0.0392,0.148,28182,3399,3106,13017,17178,7404,60686,1784,8469,802,15,4785,36689,79663,46072,60981,63658,36142,39889,83863,7719,1565340863,371025820,33958291,83313119,100816435,130435327,113711383,75507625,35219119,3190799,912388,124826,3547313,23239240,71605504,37698153,19101105,15779171,46801618,22822491,323951981,27130707,25449841,20470,84703,24136,9019,1279,18931,843,21,36373,74755,60283,27638,25152,16504,20845,15221,6104,19146,44187,85809,1042621911,202640107,839981804,46965185,24977465,83483623,448038082,853446,196551,14185909,34835786,14667045,23508729,8739306,48854619,41551554,7944248,3365480,9148192,231306691,9285803,0.23,0.0655,0.25,2007
OK,Partial Benefit,17596,17537,9528,8009,0.982,0.839,0.968,0.0488,0.357,0.541,0.0529,0.406,0.594,0.544,0.456,0.77,0.0885,0.0046,0.0205,0.114,0.0029,0.587,0.405,0.0079,0.0009,*,0.887,*,0.112,0.538,0.355,*,*,*,0.108,0.0514,0.0095,0.0141,0.0404,0.126,0.0409,0.0348,0.102,0.0759,0.149,0.158,0.242,0.0404,0.0048,0.262,0.433,0.27,0.0302,0.235,0.0293,0.0249,0.0082,0.0024,0.0095,0.0215,0.0523,0.152,0.142,0.004,0.0972,0.0456,0.0062,0.0094,0.0336,0.0442,0.119,*,0.0014,0.0018,0.0131,0.0043,*,0.0158,0.0032,*,0.0111,0.0023,0.0012,0.0012,0.0022,0.0238,0.024,0.0618,*,0.0013,0.0008,0.0058,0.0088,0.0092,*,*,0.0172,0.006,0.0064,0.0216,0.0156,0.0591,0.0269,0.0705,0.009,0.0068,0.0075,0.001,*,26393,5594,41227819,994,0.178,13195,752.4,0.0109,0.0148,0.0792,3447,263,261,438,1701,304,9593,162,1359,111,*,891,6984,12834,7197,9412,10061,5108,4112,14839,3812,183358757,40948828,2143512,5444186,2746080,9928097,3691517,11361283,3183655,422134,*,*,652223,2556837,7926064,5657383,2905673,2231504,5500925,1838311,42309345,16452074,15350442,55,1038,150,99,*,97,*,*,347,812,569,160,265,30,61,147,47,95,331,1033,2138287,141687,1996600,278991,122520,*,644387,*,*,132132,235165,132204,66332,125646,30702,56781,48659,22646,22628,216499,74860,0.0034,0.0076,0.0044,2007
OK,Medicare Only,485747,401776,216037,185739,.,0.827,0.484,0.0097,0.113,0.767,0.11,0.123,0.877,0.532,0.468,0.873,0.0423,0.0044,0.0112,0.0636,0.0051,0.872,0.124,0.0035,.,.,.,.,.,.,.,.,.,.,.,0.0649,0.0093,0.035,0.079,0.15,0.0333,0.0627,0.209,0.0844,0.109,0.157,0.214,0.0781,0.0088,0.352,0.506,0.314,0.0529,0.269,0.0363,0.0458,0.0121,0.0035,0.0097,0.0634,0.117,0.0962,0.0889,0.0021,0.0527,0.0101,0.0015,0.003,0.0048,0.0172,0.0452,0.0001,0.0005,0.0029,0.0072,0.0008,0.0002,0.0166,0.0028,0.0005,0.0228,0.0023,0.0009,0.0016,0.0025,0.007,0.0072,0.0454,0.0001,0.0004,0.0003,0.0011,0.0021,0.0019,*,*,0.0043,0.0011,0.0109,0.0166,0.0079,0.0315,0.0293,0.0772,0.0029,0.002,0.0024,0.0002,0.0001,573742,119614,926862934,19843,0.166,192280,478.6,0.0055,0.0061,0.0301,81937,3085,8547,15038,37874,11725,249762,2034,16750,4032,*,38585,231703,355288,234498,272086,299813,111813,110376,216778,73850,3458858873,926862934,28344656,166538630,119912203,229801001,137575785,259309205,37058985,*,4451136,*,26884768,118602084,208659537,179428736,91065847,69257980,89533629,40555871,262725890,237233597,220823746,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2007
OK,Medicaid Only (Disability),65010,64318,36901,27417,0.989,.,.,0.556,0.44,.,.,0.997,.,0.574,0.426,0.669,0.182,0.0075,0.0006,0.101,0.0379,.,.,.,0.621,*,0.118,*,0.253,0.0013,0.789,0.0109,0.015,0.0399,0.143,0.025,0.0039,0.0022,0.0127,0.0713,0.0502,0.0067,0.019,0.0391,0.0728,0.0599,0.122,0.013,0.0019,0.0594,0.158,0.0842,0.0053,0.0657,0.0146,0.0245,0.0033,0.0018,0.0059,0.0023,0.0075,0.103,0.165,0.0784,0.113,0.0876,0.0112,0.0286,0.0692,0.0831,0.106,0.0181,0.0306,0.0038,0.0435,0.079,0.0261,0.0274,0.0048,0.0031,0.0109,0.0036,0.0108,0.0035,0.0038,0.0357,0.044,0.0396,0.0002,0.0018,0.0008,0.0074,0.0129,0.0165,*,*,0.0261,0.0052,0.0054,0.0233,0.0197,0.0467,0.0217,0.0202,0.0119,0.0093,0.0086,0.0021,0.0025,190627,22424,209344421,10149,0.453,86029,1337.6,0.0468,0.0124,0.0515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5693,58666,12588,19757,487,1765,2816,125,36597,48579,44694,27585,52197,3081,8300,12506,13006,9469,14414,60126,843912583,83394801,741524418,209344421,57108423,34899632,46944703,12609301,1414186,23798963,69204897,32549283,28311120,151538338,9758011,16182502,9153970,7572294,11026968,103502207,18875080,0.0918,0.0534,0.124,2007
OR,Full Benefit,59956,31321,18958,12363,0.112,0.49,0.991,0.109,0.307,0.42,0.163,0.417,0.583,0.623,0.377,0.821,0.0293,0.0632,0.0548,0.0148,0.0169,0.577,0.412,0.0111,0.452,0.0006,0.0025,0.0004,0.544,0.56,0.411,*,0.0018,*,0.0277,0.0943,0.0109,0.0967,0.217,0.207,0.0598,0.0629,0.091,0.144,0.132,0.203,0.261,0.0405,0.0227,0.209,0.386,0.204,0.0509,0.187,0.0526,0.0246,0.0086,0.0028,0.0088,0.0228,0.0442,0.226,0.222,0.0159,0.13,0.0677,0.0177,0.0275,0.0821,0.122,0.113,0.0081,0.0151,0.0031,0.0475,0.0395,0.0016,0.0717,0.0166,0.0022,0.0444,0.0083,0.0044,0.0067,0.011,0.0463,0.0497,0.0913,*,0.0016,0.002,0.008,0.02,0.0137,*,*,0.0307,0.0052,0.0083,0.0297,0.0246,0.0737,0.085,0.108,0.0209,0.0172,0.0149,0.0013,*,137753,23260,125686574,5451,0.234,84751,2705.9,0.142,0.0095,0.178,8677,544,150,4694,3795,3441,23785,720,7421,140,*,1610,11808,29185,15582,20667,22310,12846,15687,54574,29582,845826487,120135867,7180252,3900626,40302940,15231028,39148992,32685144,14746094,3000421,*,*,1079714,8225080,20461713,11660737,4712380,4099391,13722489,9719336,197659563,151947476,146142197,8702,56020,6706,14161,30,8410,912,125,23523,38026,31439,29692,28810,6452,134,10020,18635,22068,37947,58334,605394208,90449400,514944808,5550707,71849513,8488860,268033189,48084,467635,3711767,1983229,1202253,8178043,6891247,6146925,81526,1309534,93353,20134295,201224048,119056745,0.0016,0.0159,0.413,2007
OR,Partial Benefit,26644,26327,14951,11376,0.965,0.78,0.977,0.0666,0.394,0.487,0.0524,0.46,0.54,0.569,0.431,0.882,0.031,0.0182,0.0449,0.0149,0.0091,0.531,0.46,0.0089,*,*,0.902,*,0.0979,0.472,0.43,*,0.0004,*,0.0976,0.052,0.0063,0.0057,0.0244,0.106,0.048,0.0315,0.0709,0.0752,0.0963,0.0984,0.206,0.0292,0.0028,0.213,0.305,0.151,0.0253,0.154,0.0183,0.0221,0.0057,0.0029,0.0069,0.0165,0.0337,0.171,0.158,0.0081,0.0992,0.0585,0.0126,0.0202,0.051,0.0624,0.123,*,0.0019,0.0024,0.016,0.0019,*,0.0128,0.0073,0.0006,0.012,0.0021,0.0014,0.0015,0.0028,0.0406,0.0351,0.0846,*,0.0014,0.0016,0.009,0.021,0.0149,*,*,0.0335,0.0116,0.007,0.024,0.0253,0.0617,0.0202,0.0387,0.0165,0.0135,0.0123,0.0011,*,28472,6070,54089570,960,0.158,22674,861.2,0.0049,0.0105,0.0936,3770,276,36,551,798,247,14045,228,4224,129,*,1542,7685,16958,9046,12357,13580,6309,7063,22353,7481,256922991,53601678,2871291,554828,4394783,2332416,2051280,19386092,4900469,1872189,*,*,1050356,4483028,10118191,7242083,2973799,2677449,5930887,2589048,66710040,30531360,30598826,52,10838,484,1798,*,130,11,*,3887,7069,4474,3446,1065,83,61,2478,427,988,2207,1906,7426570,210826,7215744,487892,591989,*,692754,4034,*,1309603,781127,540616,580897,823303,113815,13459,345388,9765,237540,889536,2602379,0.0008,0.0144,0.0122,2007
OR,Medicare Only,508281,287285,148375,138910,.,0.565,0.563,0.007,0.087,0.769,0.137,0.0939,0.906,0.53,0.47,0.949,0.0087,0.0122,0.0158,0.0063,0.0076,0.902,0.0951,0.0027,.,.,.,.,.,.,.,.,.,.,.,0.066,0.008,0.0317,0.0697,0.13,0.0327,0.0741,0.185,0.0824,0.0719,0.121,0.186,0.0807,0.0071,0.314,0.404,0.203,0.0437,0.192,0.0288,0.0456,0.0103,0.0036,0.0084,0.0674,0.0816,0.0897,0.0788,0.0017,0.0404,0.0096,0.0014,0.0031,0.0043,0.0128,0.0359,0.0001,0.0003,0.0019,0.0076,0.0004,0.0001,0.0155,0.0049,0.0003,0.0189,0.0019,0.001,0.0012,0.0029,0.0111,0.0069,0.0505,0.0001,0.0003,0.0003,0.0012,0.003,0.0018,*,*,0.0053,0.0012,0.0116,0.0148,0.0086,0.0313,0.0256,0.0607,0.0033,0.0023,0.0027,0.0002,0.0001,321850,72146,645332138,9952,0.138,138800,483.1,0.0001,0.0013,0.0148,54207,663,1077,11687,17283,11606,193533,1231,23495,2394,*,31189,148423,242902,155774,178714,200064,69701,106122,260963,203297,3318551659,645332138,7138443,19400781,108070515,59110112,98662744,232919992,22655953,7463104,*,*,21148378,63405490,129046109,117448340,44832963,39156226,51612243,30324626,243689508,674260534,701527974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2007
OR,Medicaid Only (Disability),45019,7927,3911,4016,0.176,.,.,0.499,0.498,.,.,0.997,.,0.517,0.483,0.815,0.0556,0.0269,*,0.026,*,.,.,.,0.784,*,0.0099,*,0.197,0.0027,0.88,0.0051,0.0123,0.0072,0.0925,0.0156,0.0037,*,0.0092,0.0623,0.0261,0.0098,0.0098,0.0397,0.0371,0.0385,0.0767,0.0053,0.0035,0.0325,0.0865,0.0356,0.0032,0.0308,0.0213,0.0839,0.0063,*,0.0108,0.0027,0.0027,0.0872,0.0898,0.0264,0.0752,0.0526,0.0092,0.0317,0.0435,0.0526,0.052,0.0144,0.013,0.002,0.0207,0.0153,0.0237,0.0259,0.0066,*,0.0092,*,0.0058,0.0044,0.0048,0.069,0.0608,0.0332,*,0.0014,0.002,0.0073,0.0216,0.0149,*,*,0.0358,0.005,0.0088,0.037,0.0131,0.0158,0.0173,0.0066,0.0174,0.0165,0.0069,*,*,85997,10851,51436709,4342,0.4,64822,8177.4,0.0245,0.0042,0.268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,732,40692,6419,17592,11,1008,1067,374,23337,31773,30897,18847,30160,1193,1401,11158,15490,11548,24958,40898,350512854,7371861,338533669,51436709,66490375,3217047,31808397,376783,1499175,18028791,12024684,9595690,7566848,79635323,1335446,2954777,3402479,117084,12494791,43921131,267739028,0.0006,0.0144,0.166,2007
PA,Full Benefit,314826,224907,144192,80715,0.42,0.636,0.987,0.119,0.318,0.404,0.159,0.437,0.563,0.634,0.366,0.727,0.179,0.0253,0.059,0.0007,0.0089,0.556,0.433,0.0104,0.377,*,0.264,*,0.335,0.543,0.411,*,0.0028,*,0.043,0.106,0.012,0.133,0.277,0.288,0.0584,0.0776,0.145,0.16,0.161,0.246,0.309,0.0632,0.0201,0.275,0.494,0.332,0.0741,0.275,0.0798,0.0311,0.013,0.0036,0.0082,0.0336,0.082,0.274,0.271,0.0214,0.125,0.0732,0.0186,0.0089,0.0687,0.126,0.0811,0.0043,0.0142,0.0037,0.0439,0.0546,0.001,0.0671,0.0131,0.0015,0.0379,0.0112,0.004,0.0049,0.0109,0.0333,0.0334,0.0552,0.0003,0.0022,0.0018,0.0064,0.0116,0.0102,0.0002,*,0.0218,0.0081,0.0083,0.0323,0.019,0.0724,0.112,0.279,0.0134,0.0108,0.0091,0.0022,0.0006,969419,156507,958708487,35171,0.225,279855,1244.3,0.235,0.0209,0.142,62241,6680,4670,56524,23694,14807,140631,4107,17044,2806,43,8815,62776,184897,130389,138631,140389,66132,102214,284391,123927,5186554479,894751961,76316994,113265430,424709223,101499503,177982270,161001093,87515352,5610983,2386569,129880,6161575,40143148,217906569,94939356,46268920,35260834,61961134,85210064,1126745774,731635747,695152648,15951,234877,37334,5172,2915,69451,6520,162,27960,38799,32729,40090,147502,97,22372,8368,52358,3939,34626,229400,3733096799,91656331,3641440468,63956526,37965289,429431870,2670333470,61414542,1952555,3485230,4204962,3546844,33835422,32742480,464704,23827741,3318704,16601824,1319433,344695203,312842469,0.0684,0.128,0.0701,2007
PA,Partial Benefit,56412,56327,34578,21749,0.996,0.603,0.954,0.0451,0.315,0.553,0.0876,0.36,0.64,0.614,0.386,0.825,0.128,0.0057,0.0366,0.0006,0.0047,0.633,0.36,0.0069,0.0008,*,0.894,*,0.105,0.581,0.318,*,*,*,0.1,0.0499,0.0072,0.0112,0.0376,0.129,0.037,0.0394,0.0748,0.0794,0.0996,0.118,0.214,0.0399,0.0039,0.236,0.317,0.214,0.0299,0.165,0.0242,0.0216,0.0083,0.0024,0.0073,0.0232,0.0446,0.122,0.122,0.0048,0.0705,0.0423,0.0092,0.0065,0.0331,0.0419,0.0718,0.0004,0.0014,0.0012,0.0116,0.005,0.0003,0.0122,0.0054,0.0004,0.0119,0.0025,0.0011,0.002,0.0024,0.0253,0.0217,0.0446,0.0002,0.0012,0.0007,0.0047,0.0089,0.0073,*,*,0.0159,0.0064,0.0064,0.0229,0.0126,0.0522,0.0328,0.0883,0.0093,0.0075,0.0068,0.0015,0.0003,80012,14799,112648758,2938,0.199,30152,535.3,0.0117,0.0141,0.0804,8445,798,687,1674,3654,831,24171,527,2942,579,12,2151,14123,29441,18024,21836,22370,11536,12129,48358,26233,718412227,111218879,8315178,13349743,14455364,11822031,6508155,29481502,11581695,894244,454835,42498,1504327,6553616,25633817,15480570,6734044,4984135,10274569,5757800,150805983,145631265,136928089,49,3809,578,183,*,480,39,*,656,824,740,347,2018,*,169,189,526,95,273,6214,7269706,62488,7207218,1429879,441178,*,3148119,46164,*,97483,179475,141093,125318,984370,*,60747,91736,159716,36409,293457,5126505,0.0014,0.0184,0.0018,2007
PA,Medicare Only,1921957,1211455,679214,532241,.,0.63,0.52,0.0071,0.0877,0.765,0.14,0.0948,0.905,0.555,0.445,0.92,0.0587,0.0063,0.0096,0.0002,0.0054,0.901,0.0959,0.0027,.,.,.,.,.,.,.,.,.,.,.,0.0835,0.0103,0.0383,0.0886,0.204,0.036,0.0929,0.237,0.109,0.102,0.158,0.248,0.117,0.0088,0.458,0.56,0.331,0.0759,0.285,0.0433,0.0542,0.0172,0.0053,0.01,0.0883,0.148,0.0962,0.0912,0.0017,0.0584,0.0105,0.002,0.0016,0.0059,0.0186,0.0302,0.0001,0.0006,0.002,0.0085,0.0012,0.0002,0.0173,0.004,0.0003,0.0323,0.0035,0.0011,0.002,0.0037,0.0088,0.0059,0.0474,0.0002,0.0004,0.0003,0.0012,0.0022,0.0017,<0.01%,*,0.0046,0.0012,0.013,0.0216,0.0087,0.0346,0.047,0.17,0.0019,0.0014,0.0016,0.0002,0.0001,2106167,396775,3307709362,69488,0.175,603270,498.0,0.0019,0.0033,0.0291,263708,6929,23718,83234,115990,36692,844557,7198,37996,30936,26,128152,652471,1066857,760197,815275,879445,313197,442727,926272,637433,15531746913,3307709362,73333964,445170358,662439653,401960982,306075064,870805145,140309407,9793170,30922394,124023,86439045,341966355,875643820,637006597,274113772,205373673,212441876,162467410,1131887447,2744958654,2610805742,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2007
